NechaG93688	NechaT93688	2615272	2615619	2615620	2615696	2615697	2616194
NechaG54363	NechaT54363	22133	24412	24413	24483	24484	24990
NechaG52870	NechaT52870	210863	210886	210887	210947	210948	211166
NechaG52870	NechaT52870	210948	211166	211167	211226	211227	211443
NechaG52870	NechaT52870	211227	211443	211444	211493	211494	211544
NechaG52870	NechaT52870	211494	211544	211545	211598	211599	211622
NechaG52870	NechaT52870	211599	211622	211623	211671	211672	211779
NechaG52870	NechaT52870	211672	211779	211780	211826	211827	211925
NechaG52870	NechaT52870	211827	211925	211926	211987	211988	212295
NechaG66627	NechaT66627	2714805	2715049	2715050	2715097	2715098	2715524
NechaG66627	NechaT66627	2715098	2715524	2715525	2715570	2715571	2716367
NechaG66627	NechaT66627	2715571	2716367	2716368	2716415	2716416	2716978
NechaG66627	NechaT66627	2716416	2716978	2716979	2717023	2717024	2717479
NechaG66627	NechaT66627	2717024	2717479	2717480	2717524	2717525	2717921
NechaG56323	NechaT56323	5874	6479	6480	6539	6540	7145
NechaG56323	NechaT56323	6540	7145	7146	7198	7199	7306
NechaG56323	NechaT56323	7199	7306	7307	7371	7372	7416
NechaG61219	NechaT61219	2468013	2468250	2468251	2468321	2468322	2468680
NechaG61219	NechaT61219	2468322	2468680	2468681	2468774	2468775	2469062
NechaG44298	NechaT44298	172637	173086	173087	173143	173144	173566
NechaG91414	NechaT91414	3803099	3803116	3803117	3803147	3803148	3803391
NechaG91414	NechaT91414	3803148	3803391	3803392	3803445	3803446	3803834
NechaG91414	NechaT91414	3803446	3803834	3803835	3803890	3803891	3804333
NechaG91414	NechaT91414	3803891	3804333	3804334	3804388	3804389	3804535
NechaG91414	NechaT91414	3804389	3804535	3804536	3804603	3804604	3805030
NechaG101197	NechaT101197	528244	529325	529326	529426	529427	529462
NechaG34572	NechaT34572	4182666	4183857	4183858	4183986	4183987	4184477
NechaG75811	NechaT75811	3474	4144	4145	4192	4193	4214
NechaG87856	NechaT87856	2141410	2141499	2141500	2141670	2141671	2141731
NechaG87856	NechaT87856	2141671	2141731	2141732	2141790	2141791	2141798
NechaG87856	NechaT87856	2141791	2141798	2141799	2141873	2141874	2141966
NechaG87856	NechaT87856	2141874	2141966	2141967	2142028	2142029	2142423
NechaG87856	NechaT87856	2142029	2142423	2142424	2142482	2142483	2143083
NechaG85810	NechaT85810	1510791	1511383	1511384	1511445	1511446	1511520
NechaG85810	NechaT85810	1511446	1511520	1511521	1511580	1511581	1512283
NechaG91726	NechaT91726	1200951	1201492	1201493	1201522	1201523	1201568
NechaG54076	NechaT54076	2082709	2082954	2082955	2083000	2083001	2083106
NechaG54076	NechaT54076	2083001	2083106	2083107	2083152	2083153	2083550
NechaG54076	NechaT54076	2083153	2083550	2083551	2083601	2083602	2083804
NechaG54076	NechaT54076	2083602	2083804	2083805	2083853	2083854	2084418
NechaG34836	NechaT34836	14643	14739	14740	14795	14796	14961
NechaG34836	NechaT34836	14796	14961	14962	15025	15026	15764
NechaG102607	NechaT102607	362706	362861	362862	362911	362912	363011
NechaG102607	NechaT102607	362912	363011	363012	363063	363064	363176
NechaG104730	NechaT104730	1817371	1818297	1818298	1818344	1818345	1819044
NechaG83568	NechaT83568	929085	929134	929135	929462	929463	930786
NechaG48037	NechaT48037	23664	24393	24394	24450	24451	24572
NechaG48037	NechaT48037	24451	24572	24573	24631	24632	25177
NechaG59142	NechaT59142	2118044	2119034	2119035	2119086	2119087	2119951
NechaG59142	NechaT59142	2119087	2119951	2119952	2120001	2120002	2120261
NechaG106577	NechaT106577	1232363	1232474	1232475	1232524	1232525	1232586
NechaG106577	NechaT106577	1232525	1232586	1232587	1232658	1232659	1232734
NechaG106577	NechaT106577	1232659	1232734	1232735	1232765	1232766	1232848
NechaG52059	NechaT52059	1319246	1319408	1319409	1319457	1319458	1319813
NechaG86354	NechaT86354	320693	321210	321211	321261	321262	321481
NechaG51051	NechaT51051	1945614	1946005	1946006	1946086	1946087	1946283
NechaG51051	NechaT51051	1946087	1946283	1946284	1946341	1946342	1947069
NechaG51051	NechaT51051	1946342	1947069	1947070	1947124	1947125	1947166
NechaG51051	NechaT51051	1947125	1947166	1947167	1947213	1947214	1947327
NechaG106591	NechaT106591	33240	33808	33809	33861	33862	35076
NechaG106591	NechaT106591	33862	35076	35077	35244	35245	36554
NechaG106591	NechaT106591	35245	36554	36555	36720	36721	36899
NechaG78027	NechaT78027	2999532	3000060	3000061	3000112	3000113	3000369
NechaG78027	NechaT78027	3000113	3000369	3000370	3000423	3000424	3000876
NechaG78027	NechaT78027	3000424	3000876	3000877	3000925	3000926	3001948
NechaG77841	NechaT77841	2277619	2278326	2278327	2278373	2278374	2278385
NechaG104418	NechaT104418	1714911	1714942	1714943	1715020	1715021	1715885
NechaG104418	NechaT104418	1715021	1715885	1715886	1715982	1715983	1716301
NechaG104418	NechaT104418	1715983	1716301	1716302	1716331	1716332	1716341
NechaG104418	NechaT104418	1716332	1716341	1716342	1716378	1716379	1717364
NechaG45328	NechaT45328	1878459	1878930	1878931	1878984	1878985	1879052
NechaG92430	NechaT92430	334921	334981	334982	335135	335136	335186
NechaG92430	NechaT92430	335136	335186	335187	335244	335245	335768
NechaG78560	NechaT78560	47954	48063	48064	48093	48094	48534
NechaG78560	NechaT78560	48094	48534	48535	48592	48593	48882
NechaG78560	NechaT78560	48593	48882	48883	48956	48957	49080
NechaG78560	NechaT78560	48957	49080	49081	49165	49166	49358
NechaG78560	NechaT78560	49166	49358	49359	49401	49402	49434
NechaG92336	NechaT92336	4490812	4491059	4491060	4491115	4491116	4491480
NechaG92336	NechaT92336	4491116	4491480	4491481	4491509	4491510	4491739
NechaG92336	NechaT92336	4491510	4491739	4491740	4491791	4491792	4491896
NechaG88594	NechaT88594	1028599	1029103	1029104	1029136	1029137	1029618
NechaG88594	NechaT88594	1029137	1029618	1029619	1029671	1029672	1029896
NechaG88594	NechaT88594	1029672	1029896	1029897	1029993	1029994	1030125
NechaG76912	NechaT76912	3674611	3675540	3675541	3675591	3675592	3675819
NechaG85614	NechaT85614	883968	884208	884209	884256	884257	884549
NechaG75767	NechaT75767	6261034	6261307	6261308	6261361	6261362	6262605
NechaG102532	NechaT102532	911702	912012	912013	912077	912078	913276
NechaG36601	NechaT36601	1026113	1026878	1026879	1026931	1026932	1027384
NechaG36601	NechaT36601	1026932	1027384	1027385	1027434	1027435	1027808
NechaG72577	NechaT72577	2317800	2317886	2317887	2317942	2317943	2318259
NechaG72577	NechaT72577	2317943	2318259	2318260	2318311	2318312	2318989
NechaG72577	NechaT72577	2318312	2318989	2318990	2319045	2319046	2319543
NechaG44718	NechaT44718	685629	685700	685701	685758	685759	686472
NechaG87871	NechaT87871	2183638	2183799	2183800	2183838	2183839	2184230
NechaG87871	NechaT87871	2183839	2184230	2184231	2184280	2184281	2184850
NechaG87871	NechaT87871	2184281	2184850	2184851	2184905	2184906	2185095
NechaG39403	NechaT39403	4218381	4218689	4218690	4218713	4218714	4218848
NechaG83807	NechaT83807	1740886	1740926	1740927	1740983	1740984	1741093
NechaG83807	NechaT83807	1740984	1741093	1741094	1741148	1741149	1741477
NechaG83807	NechaT83807	1741149	1741477	1741478	1741530	1741531	1741861
NechaG83807	NechaT83807	1741531	1741861	1741862	1741890	1741891	1743785
NechaG89549	NechaT89549	7784	7795	7796	7946	7947	8534
NechaG52409	NechaT52409	1575493	1575681	1575682	1575726	1575727	1576187
NechaG52409	NechaT52409	1575727	1576187	1576188	1576240	1576241	1576308
NechaG52409	NechaT52409	1576241	1576308	1576309	1576362	1576363	1576583
NechaG52409	NechaT52409	1576363	1576583	1576584	1576631	1576632	1576666
NechaG52409	NechaT52409	1576632	1576666	1576667	1576712	1576713	1576798
NechaG52409	NechaT52409	1576713	1576798	1576799	1576846	1576847	1577005
NechaG52409	NechaT52409	1576847	1577005	1577006	1577052	1577053	1577168
NechaG52409	NechaT52409	1577053	1577168	1577169	1577217	1577218	1577335
NechaG52409	NechaT52409	1577218	1577335	1577336	1577391	1577392	1578315
NechaG52409	NechaT52409	1577392	1578315	1578316	1578369	1578370	1579119
NechaG52409	NechaT52409	1578370	1579119	1579120	1579168	1579169	1580376
NechaG53535	NechaT53535	1332315	1332960	1332961	1333047	1333048	1333322
NechaG53535	NechaT53535	1333048	1333322	1333323	1333535	1333536	1334255
NechaG80765	NechaT80765	3369246	3370140	3370141	3370222	3370223	3370392
NechaG80765	NechaT80765	3370223	3370392	3370393	3370629	3370630	3370663
NechaG80765	NechaT80765	3370630	3370663	3370664	3370710	3370711	3371639
NechaG100890	NechaT100890	1974878	1977847	1977848	1977900	1977901	1978064
NechaG100890	NechaT100890	1977901	1978064	1978065	1978126	1978127	1978293
NechaG100890	NechaT100890	1978127	1978293	1978294	1978510	1978511	1978652
NechaG37972	NechaT37972	2693786	2693827	2693828	2693890	2693891	2694048
NechaG37972	NechaT37972	2693891	2694048	2694049	2694103	2694104	2694942
NechaG37972	NechaT37972	2694104	2694942	2694943	2694994	2694995	2695152
NechaG77240	NechaT77240	279270	280021	280022	280072	280073	280400
NechaG77240	NechaT77240	280073	280400	280401	280459	280460	280558
NechaG77240	NechaT77240	280460	280558	280559	280604	280605	280866
NechaG77240	NechaT77240	280605	280866	280867	280913	280914	281011
NechaG77240	NechaT77240	280914	281011	281012	281060	281061	281246
NechaG58172	NechaT58172	1937380	1938978	1938979	1939026	1939027	1939391
NechaG58172	NechaT58172	1939027	1939391	1939392	1939440	1939441	1939516
NechaG58172	NechaT58172	1939441	1939516	1939517	1939563	1939564	1939748
NechaG58172	NechaT58172	1939564	1939748	1939749	1940039	1940040	1940084
NechaG94217	NechaT94217	1130519	1131392	1131393	1131452	1131453	1132007
NechaG94217	NechaT94217	1131453	1132007	1132008	1132043	1132044	1132324
NechaG83627	NechaT83627	1080754	1080854	1080855	1080906	1080907	1081623
NechaG83627	NechaT83627	1080907	1081623	1081624	1081680	1081681	1081861
NechaG83627	NechaT83627	1081681	1081861	1081862	1081942	1081943	1081986
NechaG83627	NechaT83627	1081943	1081986	1081987	1082039	1082040	1082166
NechaG83627	NechaT83627	1082040	1082166	1082167	1082229	1082230	1082338
NechaG83627	NechaT83627	1082230	1082338	1082339	1082388	1082389	1082435
NechaG85411	NechaT85411	349260	349442	349443	349499	349500	350096
NechaG85411	NechaT85411	349500	350096	350097	350146	350147	350395
NechaG85654	NechaT85654	982847	983207	983208	983270	983271	983367
NechaG85654	NechaT85654	983271	983367	983368	983438	983439	983481
NechaG85654	NechaT85654	983439	983481	983482	983530	983531	983641
NechaG77109	NechaT77109	4268747	4269018	4269019	4269069	4269070	4269751
NechaG98685	NechaT98685	1930254	1930872	1930873	1930934	1930935	1931353
NechaG98685	NechaT98685	1930935	1931353	1931354	1931403	1931404	1931481
NechaG98685	NechaT98685	1931404	1931481	1931482	1931538	1931539	1931640
NechaG98685	NechaT98685	1931539	1931640	1931641	1931695	1931696	1931969
NechaG98685	NechaT98685	1931696	1931969	1931970	1932032	1932033	1932038
NechaG88838	NechaT88838	115300	115852	115853	115902	115903	116198
NechaG88838	NechaT88838	115903	116198	116199	116315	116316	116343
NechaG88838	NechaT88838	116316	116343	116344	116507	116508	117209
NechaG88838	NechaT88838	116508	117209	117210	117263	117264	117283
NechaG66887	NechaT66887	3762811	3762984	3762985	3763048	3763049	3763233
NechaG66887	NechaT66887	3763049	3763233	3763234	3763312	3763313	3763731
NechaG66887	NechaT66887	3763313	3763731	3763732	3763783	3763784	3764098
NechaG82773	NechaT82773	1700399	1700467	1700468	1700501	1700502	1700682
NechaG82773	NechaT82773	1700502	1700682	1700683	1701095	1701096	1701937
NechaG82773	NechaT82773	1701096	1701937	1701938	1701994	1701995	1702279
NechaG61599	NechaT61599	692890	693053	693054	693108	693109	694394
NechaG88694	NechaT88694	149401	149651	149652	149826	149827	149885
NechaG88694	NechaT88694	149827	149885	149886	149914	149915	150108
NechaG88694	NechaT88694	149915	150108	150109	150160	150161	150375
NechaG88694	NechaT88694	150161	150375	150376	150420	150421	150592
NechaG88694	NechaT88694	150421	150592	150593	151062	151063	151154
NechaG88694	NechaT88694	151063	151154	151155	151217	151218	151308
NechaG55539	NechaT55539	90239	91129	91130	91185	91186	91619
NechaG55539	NechaT55539	91186	91619	91620	91676	91677	91746
NechaG55539	NechaT55539	91677	91746	91747	91803	91804	91857
NechaG96513	NechaT96513	31391	31811	31812	31865	31866	31906
NechaG96513	NechaT96513	31866	31906	31907	31968	31969	32333
NechaG96513	NechaT96513	31969	32333	32334	32397	32398	32420
NechaG96513	NechaT96513	32398	32420	32421	32492	32493	32752
NechaG17372	NechaT17372	677430	677615	677616	677670	677671	677810
NechaG17372	NechaT17372	677671	677810	677811	677847	677848	678406
NechaG97774	NechaT97774	1649053	1649382	1649383	1649434	1649435	1649560
NechaG97774	NechaT97774	1649435	1649560	1649561	1649612	1649613	1649694
NechaG97774	NechaT97774	1649613	1649694	1649695	1649748	1649749	1649855
NechaG97774	NechaT97774	1649749	1649855	1649856	1649906	1649907	1650190
NechaG97774	NechaT97774	1649907	1650190	1650191	1650249	1650250	1650370
NechaG95887	NechaT95887	3302703	3302835	3302836	3302881	3302882	3302931
NechaG95887	NechaT95887	3302882	3302931	3302932	3302989	3302990	3303163
NechaG85503	NechaT85503	582093	582961	582962	583011	583012	583260
NechaG85503	NechaT85503	583012	583260	583261	583307	583308	585003
NechaG45623	NechaT45623	2426112	2427207	2427208	2427291	2427292	2427809
NechaG94199	NechaT94199	1076703	1077169	1077170	1077235	1077236	1077758
NechaG94199	NechaT94199	1077236	1077758	1077759	1077814	1077815	1077859
NechaG85512	NechaT85512	614155	614423	614424	614480	614481	615006
NechaG42185	NechaT42185	69858	70587	70588	70641	70642	71690
NechaG102821	NechaT102821	1372880	1373261	1373262	1373308	1373309	1373667
NechaG102821	NechaT102821	1373309	1373667	1373668	1373806	1373807	1374015
NechaG94702	NechaT94702	3375802	3376449	3376450	3376539	3376540	3376559
NechaG94702	NechaT94702	3376540	3376559	3376560	3376589	3376590	3376686
NechaG53897	NechaT53897	1403919	1404076	1404077	1404121	1404122	1404255
NechaG53897	NechaT53897	1404122	1404255	1404256	1404307	1404308	1404431
NechaG53897	NechaT53897	1404308	1404431	1404432	1404487	1404488	1404694
NechaG53897	NechaT53897	1404488	1404694	1404695	1404749	1404750	1405097
NechaG53897	NechaT53897	1404750	1405097	1405098	1405147	1405148	1405514
NechaG53897	NechaT53897	1405148	1405514	1405515	1405568	1405569	1405648
NechaG53897	NechaT53897	1405569	1405648	1405649	1405699	1405700	1405943
NechaG71084	NechaT71084	1610447	1610713	1610714	1610791	1610792	1610819
NechaG71084	NechaT71084	1610792	1610819	1610820	1610873	1610874	1610929
NechaG71084	NechaT71084	1610874	1610929	1610930	1610979	1610980	1611229
NechaG71084	NechaT71084	1610980	1611229	1611230	1611281	1611282	1612773
NechaG71084	NechaT71084	1611282	1612773	1612774	1612823	1612824	1613710
NechaG89238	NechaT89238	40427	40620	40621	40678	40679	41126
NechaG89238	NechaT89238	40679	41126	41127	41217	41218	42008
NechaG89238	NechaT89238	41218	42008	42009	42045	42046	42643
NechaG32203	NechaT32203	1547468	1547873	1547874	1547925	1547926	1549889
NechaG32203	NechaT32203	1547926	1549889	1549890	1549944	1549945	1550370
NechaG88028	NechaT88028	333451	333468	333469	333510	333511	333537
NechaG88028	NechaT88028	333511	333537	333538	333602	333603	333719
NechaG88028	NechaT88028	333603	333719	333720	333801	333802	333901
NechaG88028	NechaT88028	333802	333901	333902	333945	333946	333968
NechaG88028	NechaT88028	333946	333968	333969	334251	334252	334258
NechaG88028	NechaT88028	334252	334258	334259	334556	334557	334579
NechaG88028	NechaT88028	334557	334579	334580	334735	334736	334743
NechaG88028	NechaT88028	334736	334743	334744	334780	334781	334794
NechaG88028	NechaT88028	334781	334794	334795	335081	335082	335086
NechaG88028	NechaT88028	335082	335086	335087	335166	335167	335172
NechaG88028	NechaT88028	335167	335172	335173	335346	335347	335359
NechaG88028	NechaT88028	335347	335359	335360	335523	335524	335537
NechaG88028	NechaT88028	335524	335537	335538	335722	335723	335746
NechaG88028	NechaT88028	335723	335746	335747	335782	335783	335804
NechaG88028	NechaT88028	335783	335804	335805	335840	335841	335849
NechaG88028	NechaT88028	335841	335849	335850	335964	335965	335975
NechaG43317	NechaT43317	2489103	2489555	2489556	2489601	2489602	2489966
NechaG43317	NechaT43317	2489602	2489966	2489967	2490018	2490019	2490310
NechaG74982	NechaT74982	3530878	3530940	3530941	3530999	3531000	3531081
NechaG74982	NechaT74982	3531000	3531081	3531082	3531166	3531167	3531519
NechaG68346	NechaT68346	1680560	1680908	1680909	1680966	1680967	1681424
NechaG68346	NechaT68346	1680967	1681424	1681425	1681479	1681480	1681581
NechaG79666	NechaT79666	3969897	3970356	3970357	3970402	3970403	3970573
NechaG79666	NechaT79666	3970403	3970573	3970574	3970636	3970637	3970691
NechaG79666	NechaT79666	3970637	3970691	3970692	3970739	3970740	3970799
NechaG79666	NechaT79666	3970740	3970799	3970800	3970856	3970857	3970904
NechaG79666	NechaT79666	3970857	3970904	3970905	3971047	3971048	3971132
NechaG85046	NechaT85046	2328251	2328307	2328308	2328358	2328359	2328856
NechaG85046	NechaT85046	2328359	2328856	2328857	2328909	2328910	2329044
NechaG85046	NechaT85046	2328910	2329044	2329045	2329091	2329092	2329757
NechaG89016	NechaT89016	41860	45590	45591	45671	45672	47801
NechaG89016	NechaT89016	45672	47801	47802	47855	47856	48132
NechaG37665	NechaT37665	2792450	2792493	2792494	2792548	2792549	2793956
NechaG86497	NechaT86497	693710	694733	694734	694790	694791	695354
NechaG86497	NechaT86497	694791	695354	695355	695400	695401	696110
NechaG86497	NechaT86497	695401	696110	696111	696163	696164	696484
NechaG43315	NechaT43315	1857518	1857607	1857608	1857682	1857683	1858211
NechaG43315	NechaT43315	1857683	1858211	1858212	1858264	1858265	1858698
NechaG76435	NechaT76435	1983943	1987231	1987232	1987281	1987282	1987477
NechaG76435	NechaT76435	1987282	1987477	1987478	1987532	1987533	1987611
NechaG97472	NechaT97472	2274795	2274895	2274896	2274951	2274952	2275240
NechaG97472	NechaT97472	2274952	2275240	2275241	2275291	2275292	2275472
NechaG97472	NechaT97472	2275292	2275472	2275473	2275528	2275529	2276093
NechaG97472	NechaT97472	2275529	2276093	2276094	2276126	2276127	2276289
NechaG78468	NechaT78468	4336396	4336403	4336404	4336471	4336472	4336772
NechaG78468	NechaT78468	4336472	4336772	4336773	4336837	4336838	4336948
NechaG78468	NechaT78468	4336838	4336948	4336949	4337003	4337004	4337314
NechaG78468	NechaT78468	4337004	4337314	4337315	4337372	4337373	4337472
